Sr. No.,Symbol,Company Name
1259,MUNJALAU,Munjal Auto Industries Limited
1260,HMVL,Hindustan Media Ventures Limited
1261,ELDEHSG,Eldeco Housing And Industries Limited
1262,INDOAMIN,Indo Amines Limited
1263,DENTALKART,Vasa Denticity Limited
1264,VIKASLIFE,Vikas Lifecare Limited
1265,RUSHIL,Rushil Decor Limited
1266,ADSL,Allied Digital Services Limited
1267,BCONCEPTS,Brand Concepts Limited
1268,DBOL,Dhampur Bio Organics Limited
1269,LINC,Linc Limited
1270,RADHIKAJWE,Radhika Jeweltech Limited
1271,DHARMAJ,Dharmaj Crop Guard Limited
1272,MAGADSUGAR,Magadh Sugar & Energy Limited
1273,CHEVIOT,Cheviot Company Limited
1274,VINYAS,Vinyas Innovative Technologies Limited
1275,BALAJITELE,Balaji Telefilms Limited
1276,OSWALGREEN,Oswal Greentech Limited
1277,ICEMAKE,Ice Make Refrigeration Limited
1278,GFLLIMITED,GFL Limited
1279,PANACEABIO,Panacea Biotec Limited
1280,STCINDIA,The State Trading Corporation of India Limited
1281,TRU,TruCap Finance Limited
1282,UGARSUGAR,The Ugar Sugar Works Limited
1283,MAANALU,Maan Aluminium Limited
1284,NRAIL,N R Agarwal Industries Limited
1285,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
1286,GHCLTEXTIL,GHCL Textiles Limited
1287,ASIANTILES,Asian Granito India Limited
1288,DAVANGERE,Davangere Sugar Company Limited
1289,POCL,Pondy Oxides & Chemicals Limited
1290,KOTHARIPET,Kothari Petrochemicals Limited
1291,CONSOFINVT,Consolidated Finvest & Holdings Limited
1292,ACL,Andhra Cements Limited
1293,ZUARI,Zuari Agro Chemicals Limited
1294,GRMOVER,GRM Overseas Limited
1295,BEDMUTHA,Bedmutha Industries Limited
1296,SUKHJITS,Sukhjit Starch & Chemicals Limited
1297,ESTER,Ester Industries Limited
1298,WSI,W S Industries (I) Limited
1299,TNPETRO,Tamilnadu PetroProducts Limited
1300,FOODSIN,Foods & Inns Limited
1301,THEINVEST,The Investment Trust Of India Limited
1302,DHUNINV,Dhunseri Investments Limited
1303,TBZ,Tribhovandas Bhimji Zaveri Limited
1304,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
1305,KECL,Kirloskar Electric Company Limited
1306,EMAMIPAP,Emami Paper Mills Limited
1307,ELECTHERM,Electrotherm (India) Limited
1308,LOKESHMACH,Lokesh Machines Limited
1309,SELAN,Selan Exploration Technology Limited
1310,AVG,AVG Logistics Limited
1311,SAHANA,Sahana System Limited
1312,DMCC,DMCC SPECIALITY CHEMICALS LIMITED
1313,NECLIFE,Nectar Lifesciences Limited
1314,BIRLACABLE,Birla Cable Limited
1315,GOACARBON,Goa Carbon Limited
1316,JGCHEM,J.G.Chemicals Limited
1317,ANNAPURNA,Annapurna Swadisht Limited
1318,3IINFOLTD,3i Infotech Limited
1319,WEALTH,Wealth First Portfolio Managers Limited
1320,PARSVNATH,Parsvnath Developers Limited
1321,ADVANIHOTR,Advani Hotels & Resorts (India) Limited
1322,KRITI,Kriti Industries (India) Limited
1323,ELIN,Elin Electronics Limited
1324,DPWIRES,D P Wires Limited
1325,MEGASOFT,Megasoft Limited
1326,OCCL,Oriental Carbon & Chemicals Limited
1327,MUNJALSHOW,Munjal Showa Limited
1328,ZEEMEDIA,Zee Media Corporation Limited
1329,SOLEX,Solex Energy Limited
1330,MMP,MMP Industries Limited
1331,CHEMBOND,Chembond Chemicals Ltd
1332,JAYAGROGN,Jayant Agro Organics Limited
1333,JPOLYINVST,Jindal Poly Investment and Finance Company Limited
1334,MANAKSIA,Manaksia Limited
1335,SREEL,Sreeleathers Limited
1336,ONMOBILE,OnMobile Global Limited
1337,SBC,SBC Exports Limited
1338,SPMLINFRA,SPML Infra Limited
1339,BHAGERIA,Bhageria Industries Limited
1340,VALIANTLAB,Valiant Laboratories Limited
1341,MENONBE,Menon Bearings Limited
1342,KILITCH,Kilitch Drugs (India) Limited
1343,PAVNAIND,Pavna Industries Limited
1344,KHAICHEM,Khaitan Chemicals & Fertilizers Limited
1345,FCSSOFT,FCS Software Solutions Limited
1346,MALLCOM,Mallcom (India) Limited
1347,NRL,Nupur Recyclers Limited
1348,PHANTOMFX,Phantom Digital Effects Limited
1349,APEX,Apex Frozen Foods Limited
1350,KAMATHOTEL,Kamat Hotels (I) Limited
1351,HTMEDIA,HT Media Limited
1352,RUBYMILLS,The Ruby Mills Limited
1353,ALBERTDAVD,Albert David Limited
1354,KODYTECH,Kody Technolab Limited
1355,LGHL,Laxmi Goldorna House Limited
1356,PRIMESECU,Prime Securities Limited
1357,RBZJEWEL,RBZ Jewellers Limited
1358,PLASTIBLEN,Plastiblends India Limited
1359,IRISDOREME,Iris Clothings Limited
1360,PDMJEPAPER,Pudumjee Paper Products Limited
1361,INDSWFTLAB,Ind-Swift Laboratories Limited
1362,MIRZAINT,Mirza International Limited
1363,STEL,Stel Holdings Limited
1364,SAKUMA,Sakuma Exports Limited
1365,SIMPLEXINF,Simplex Infrastructures Limited
1366,ARROWGREEN,Arrow Greentech Limited
1367,VINYLINDIA,Vinyl Chemicals (India) Limited
1368,OSWALAGRO,Oswal Agro Mills Limited
1369,HINDCOMPOS,Hindustan Composites Limited
1370,ARIHANTCAP,Arihant Capital Markets Limited
1371,MBLINFRA,MBL Infrastructure Limited
1372,DEEPENR,DEEP ENERGY RESOURCES LIMITED
1373,ORICONENT,Oricon Enterprises Limited
1374,SHREYAS,Shreyas Shipping & Logistics Limited
1375,SKMEGGPROD,SKM Egg Products Export (India) Limited
1376,ORIENTCER,ORIENT CERATECH LIMITED
1377,DIGISPICE,DiGiSPICE Technologies Limited
1378,ZODIAC,Zodiac Energy Limited
1379,KRISHIVAL,Krishival Foods Limited
1380,JETAIRWAYS,Jet Airways (India) Limited
1381,RATNAVEER,Ratnaveer Precision Engineering Limited
1382,JINDALPHOT,Jindal Photo Limited
1383,RADIOCITY,Music Broadcast Limited
1384,HCL-INSYS,HCL Infosystems Limited
1385,RBL,Rane Brake Lining Limited
1386,KHADIM,Khadim India Limited
1387,AXITA,Axita Cotton Limited
1388,ASMS,Bartronics India Limited
1389,BIRLAMONEY,Aditya Birla Money Limited
1390,VISHNUINFR,Vishnusurya Projects and Infra Limited
1391,VLEGOV,VL E-Governance & IT Solutions Limited
1392,BBTCL,B&B Triplewall Containers Limited
1393,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited
1394,GEECEE,GeeCee Ventures Limited
1395,RACE,Race Eco Chain Limited
1396,RITCO,Ritco Logistics Limited
1397,TCLCONS,Tantia Constructions Limited
1398,BALAXI,BALAXI PHARMACEUTICALS LIMITED
1399,PYRAMID,Pyramid Technoplast Limited
1400,REMSONSIND,Remsons Industries Limited
1401,UFO,UFO Moviez India Limited
1402,ACCENTMIC,Accent Microcell Limited
1403,PTL,PTL Enterprises Limited
1404,INDOBORAX,Indo Borax & Chemicals Limited
1405,MOLDTECH,Mold-Tek Technologies Limited
1406,MAZDA,Mazda Limited
1407,MINDTECK,Mindteck (India) Limited
1408,COOLCAPS,Cool Caps Industries Limited
1409,ALLETEC,All E Technologies Limited
1410,20MICRONS,20 Microns Limited
1411,VIKASECO,Vikas EcoTech Limited
1412,ORIENTBELL,Orient Bell Limited
1413,DONEAR,Donear Industries Limited
1414,CAREERP,Career Point Limited
1415,INTLCONV,International Conveyors Limited
1416,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
1417,PRITIKAUTO,Pritika Auto Industries Limited
1418,DIAMINESQ,Diamines & Chemicals Limited
1419,SILINV,SIL Investments Limited
1420,BANSWRAS,Banswara Syntex Limited
1421,SADBHAV,Sadbhav Engineering Limited
1422,APCL,Anjani Portland Cement Limited
1423,NAHARINDUS,Nahar Industrial Enterprises Limited
1424,DUGLOBAL,DUDIGITAL GLOBAL LIMITED
1425,GEEKAYWIRE,Geekay Wires Limited
1426,SGIL,Synergy Green Industries Limited
1427,TIRUPATI,Shree Tirupati Balajee FIBC Limited
1428,MEDICAMEQ,Medicamen Biotech Limited
1429,MEGATHERM,Megatherm Induction Limited
1430,TPLPLASTEH,TPL Plastech Limited
1431,RSSOFTWARE,R. S. Software (India) Limited
1432,RBMINFRA,Rbm Infracon Limited
1433,WANBURY,Wanbury Limited
1434,GENUSPAPER,Genus Paper & Boards Limited
1435,KANORICHEM,Kanoria Chemicals & Industries Limited
1436,VSTL,Vibhor Steel Tubes Limited
1437,LIBERTSHOE,Liberty Shoes Limited
1438,GLOBAL,Global Education Limited
1439,BRNL,Bharat Road Network Limited
1440,NOVAAGRI,Nova Agritech Limited
1441,TVSELECT,TVS Electronics Limited
1442,VINSYS,Vinsys IT Services India Limited
1443,NDL,Nandan Denim Limited
1444,KRITINUT,Kriti Nutrients Limited
1445,NAHARCAP,Nahar Capital and Financial Services Limited
1446,CLEDUCATE,CL Educate Limited
1447,ZIMLAB,Zim Laboratories Limited
1448,SHIVAMAUTO,Shivam Autotech Limited
1449,SYSTANGO,Systango Technologies Limited
1450,UNIDT,United Drilling Tools Limited
1451,SARLAPOLY,Sarla Performance Fibers Limited
1452,WTICAB,Wise Travel India Limited
1453,KRITIKA,Kritika Wires Limited
1454,TRF,TRF Limited
1455,AUTOIND,Autoline Industries Limited
1456,MUTHOOTCAP,Muthoot Capital Services Limited
1457,PURVFLEXI,Purv Flexipack Limited
1458,NBIFIN,N. B. I. Industrial Finance Company Limited
1459,AYMSYNTEX,AYM Syntex Limited
1460,MIRCELECTR,MIRC Electronics Limited
1461,NAHARPOLY,Nahar Poly Films Limited
1462,IITL,Industrial Investment Trust Limited
1463,GOLDTECH,AION-TECH SOLUTIONS LIMITED
1464,VENUSREM,Venus Remedies Limited
1465,KRISHNADEF,Krishna Defence and Allied Industries Limited
1466,WINDMACHIN,Windsor Machines Limited
1467,APS,Australian Premium Solar (India) Limited
1468,APOLSINHOT,Apollo Sindoori Hotels Limited
1469,BPL,BPL Limited
1470,CYBERTECH,Cybertech Systems And Software Limited
1471,KOTARISUG,Kothari Sugars And Chemicals Limited
1472,IL&FSENGG,IL&FS Engineering and Construction Company Limited
1473,SHIVAUM,Shiv Aum Steels Limited
1474,ESSARSHPNG,Essar Shipping Limited
1475,CELLECOR,Cellecor Gadgets Limited
1476,PROZONER,Prozone Realty Limited
1477,AARTISURF,Aarti Surfactants Limited
1478,LAL,Lorenzini Apparels Limited
1479,CINELINE,Cineline India Limited
1480,TECHLABS,Trident Techlabs Limited
1481,FELIX,Felix Industries Limited
1482,NIPPOBATRY,Indo-National Limited
1483,PREMIERPOL,Premier Polyfilm Limited
1484,VARDHACRLC,Vardhman Acrylics Limited
1485,RPPINFRA,R.P.P. Infra Projects Limited
1486,HIGREEN,Hi-Green Carbon Limited
1487,SURANI,Surani Steel Tubes Limited
1488,NILAINFRA,Nila Infrastructures Limited
1489,KAYA,Kaya Limited
1490,SJLOGISTIC,S J Logistics (India) Limited
1491,CRAYONS,Crayons Advertising Limited
1492,NITCO,Nitco Limited
1493,EUROBOND,Euro Panel Products Limited
1494,MEDICO,Medico Remedies Limited
1495,ALANKIT,Alankit Limited
1496,EMAMIREAL,Emami Realty Limited
1497,SAAKSHI,Saakshi Medtech and Panels Limited
1498,SEJALLTD,Sejal Glass Limited
1499,SHEMAROO,Shemaroo Entertainment Limited
1500,BEWLTD,BEW Engineering Limited
1501,IFBAGRO,IFB Agro Industries Limited
1502,DICIND,DIC India Limited
1503,PRECOT,Precot Limited
1504,ASAHISONG,Asahi Songwon Colors Limited
1505,ORBTEXP,Orbit Exports Limited
1506,MODISONLTD,MODISON LIMITED
1507,AURUM,Aurum PropTech Limited
1508,KDL,Kore Digital Limited
1509,EXXARO,Exxaro Tiles Limited
1510,KARNIKA,Karnika Industries Limited
1511,SAHYADRI,Sahyadri Industries Limited
1512,SKP,SKP Bearing Industries Limited
1513,KCPSUGIND,KCP Sugar and Industries Corporation Limited
1514,MKPL,M K Proteins Limited
1515,MANAKSTEEL,Manaksia Steels Limited
1516,UNIVPHOTO,Universus Photo Imagings Limited
1517,SCPL,Sheetal Cool Products Limited
1518,SIGMA,Sigma Solve Limited
1519,IZMO,IZMO Limited
1520,SINTERCOM,Sintercom India Limited
1521,FOCE,Foce India Limited
1522,PODDARMENT,Poddar Pigments Limited
1523,PLAZACABLE,Plaza Wires Limited
1524,DCMNVL,DCM Nouvelle Limited
1525,SHYAMCENT,Shyam Century Ferrous Limited
1526,SAKHTISUG,Sakthi Sugars Limited
1527,ESFL,Essen Speciality Films Limited
1528,ATMASTCO,Atmastco Limited
1529,KORE,Jay Jalaram Technologies Limited
1530,LYKALABS,Lyka Labs Limited
1531,STARPAPER,Star Paper Mills Limited
1532,SRGHFL,SRG Housing Finance Limited
1533,HINDMOTORS,Hindustan Motors Limited
1534,PONNIERODE,Ponni Sugars (Erode) Limited
1535,ASHIMASYN,Ashima Limited
1536,KOTHARIPRO,Kothari Products Limited
1537,GOKUL,Gokul Refoils and Solvent Limited
1538,HITECHCORP,Hitech Corporation Limited
1539,DIGIKORE,Digikore Studios Limited
1540,KNAGRI,KN Agri Resources Limited
1541,URAVI,Uravi T and Wedge Lamps Limited
1542,LAWSIKHO,Addictive Learning Technology Limited
1543,GOLDSTAR,Goldstar Power Limited
1544,TCL,Thaai Casting Limited
1545,RUCHIRA,Ruchira Papers Limited
1546,MAHEPC,Mahindra EPC Irrigation Limited
1547,PROV,Proventus Agrocom Limited
1548,OSIAHYPER,Osia Hyper Retail Limited
1549,MAWANASUG,Mawana Sugars Limited
1550,RHL,Robust Hotels Limited
1551,NATHBIOGEN,Nath Bio-Genes (India) Limited
1552,EIFFL,Euro India Fresh Foods Limited
1553,SARTELE,Sar Televenture Limited
1554,VIPULLTD,Vipul Limited
1555,ESSENTIA,Integra Essentia Limited
1556,MWL,Mangalam Worldwide Limited
1557,UCAL,UCAL LIMITED
1558,PASUPTAC,Pasupati Acrylon Limited
1559,DRONE,Drone Destination Limited
1560,INFINIUM,Infinium Pharmachem Limited
1561,COASTCORP,Coastal Corporation Limited
1562,MOS,Mos Utility Limited
1563,BIL,Bhartiya International Limited
1564,INDTERRAIN,Indian Terrain Fashions Limited
1565,ARIES,Aries Agro Limited
1566,SHREERAMA,Shree Rama Multi-Tech Limited
1567,DYNPRO,Dynemic Products Limited
1568,SHERA,Shera Energy Limited
1569,MHLXMIRU,Mahalaxmi Rubtech Limited
1570,NDLVENTURE,NDL Ventures Limited
1571,GULFPETRO,GP Petroleums Limited
1572,TAKE,Take Solutions Limited
1573,EQUIPPP,Equippp Social Impact Technologies Limited
1574,SMLT,Sarthak Metals Limited
1575,HARRMALAYA,Harrisons  Malayalam Limited
1576,UMAEXPORTS,Uma Exports Limited
1577,LANCORHOL,Lancor Holdings Limited
1578,PROPEQUITY,P. E. Analytics Limited
1579,SOFTTECH,Softtech Engineers Limited
1580,MANOMAY,Manomay Tex India Limited
1581,REPL,Rudrabhishek Enterprises Limited
1582,RANASUG,Rana Sugars Limited
1583,NEWJAISA,Newjaisa Technologies Limited
1584,SHREYANIND,Shreyans Industries Limited
1585,IVC,IL&FS Investment Managers Limited
1586,RAJTV,Raj Television Network Limited
1587,VIPCLOTHNG,VIP Clothing Limited
1588,ABINFRA,A B Infrabuild Limited
1589,TIPSFILMS,Tips Films Limited
1590,SOUTHWEST,South West Pinnacle Exploration Limited
1591,ABAN,Aban Offshore Limited
1592,AIRAN,Airan Limited
1593,SUPREMEPWR,Supreme Power Equipment Limited
1594,VIRINCHI,Virinchi Limited
1595,GOYALSALT,Goyal Salt Limited
1596,TRIGYN,Trigyn Technologies Limited
1597,EMKAY,Emkay Global Financial Services Limited
1598,INDOTHAI,Indo Thai Securities Limited
1599,RAJMET,Rajnandini Metal Limited
1600,RAMAPHO,Rama Phosphates Limited
1601,MGEL,Mangalam Global Enterprise Limited
1602,LORDSCHLO,Lords Chloro Alkali Limited
1603,SWARAJ,Swaraj Suiting Limited
1604,RPPL,Rajshree Polypack Limited
1605,ALMONDZ,Almondz Global Securities Limited
1606,TEMBO,Tembo Global Industries Limited
1607,ZODIACLOTH,Zodiac Clothing Company Limited
1608,ASCOM,Ascom Leasing & Investments Limited
1609,PILITA,PIL ITALICA LIFESTYLE LIMITED
1610,AARON,Aaron Industries Limited
1611,JAYSREETEA,Jayshree Tea & Industries Limited
1612,KRISHCA,Krishca Strapping Solutions Limited
1613,INTENTECH,Intense Technologies Limited
1614,RUCHINFRA,Ruchi Infrastructure Limited
1615,MURUDCERA,Murudeshwar Ceramics Limited
1616,DRCSYSTEMS,DRC Systems India Limited
1617,SUNDRMBRAK,Sundaram Brake Linings Limited
1618,VISHWARAJ,Vishwaraj Sugar Industries Limited
1619,USK,Udayshivakumar Infra Limited
1620,HINDCON,Hindcon Chemicals Limited
1621,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
1622,PAR,Par Drugs And Chemicals Limited
1623,MEGASTAR,Megastar Foods Limited
1624,ZEAL,Zeal Global Services Limited
1625,BHAGYANGR,Bhagyanagar India Limited
1626,KONSTELEC,Konstelec Engineers Limited
1627,WELINV,Welspun Investments and Commercials Limited
1628,MARALOVER,Maral Overseas Limited
1629,MAGNUM,Magnum Ventures Limited
1630,GINNIFILA,Ginni Filaments Limited
1631,SADHAV,Sadhav Shipping Limited
1632,TARACHAND,Tara Chand InfraLogistic Solutions Limited
1633,KMSUGAR,K.M.Sugar Mills Limited
1634,ASIANHOTNR,Asian Hotels (North) Limited
1635,SVLL,Shree Vasu Logistics Limited
1636,GUJAPOLLO,Gujarat Apollo Industries Limited
1637,NURECA,Nureca Limited
1638,STARTECK,Starteck Finance Limited
1639,FROG,Frog Cellsat Limited
1640,PRAXIS,Praxis Home Retail Limited
1641,SHREEKARNI,Shree Karni Fabcom Limited
1642,COMSYN,Commercial Syn Bags Limited
1643,ABCOTS,A B Cotspin India Limited
1644,BGRENERGY,BGR Energy Systems Limited
1645,RKEC,RKEC Projects Limited
1646,MCLEODRUSS,Mcleod Russel India Limited
1647,CHAVDA,Chavda Infra Limited
1648,LOYALTEX,Loyal Textile Mills Limited
1649,KAPSTON,Kapston Services Limited
1650,BROOKS,Brooks Laboratories Limited
1651,THOMASCOTT,Thomas Scott (India) Limited
1652,BASML,Bannari Amman Spinning Mills Limited
1653,RVHL,Ravinder Heights Limited
1654,PPAP,PPAP Automotive Limited
1655,DELPHIFX,DELPHI WORLD MONEY LIMITED
1656,ELGIRUBCO,Elgi Rubber Company Limited
1657,SADBHIN,Sadbhav Infrastructure Project Limited
1658,DCI,Dc Infotech And Communication Limited
1659,ANMOL,Anmol India Limited
1660,A2ZINFRA,A2Z Infra Engineering Limited
1661,AHLEAST,Asian Hotels (East) Limited
1662,VETO,Veto Switchgears And Cables Limited
1663,MANORG,Mangalam Organics Limited
1664,SAH,Sah Polymers Limited
1665,ROXHITECH,Rox Hi Tech Limited
1666,AIROLAM,Airo Lam limited
1667,BAIDFIN,Baid Finserv Limited
1668,SELMC,SEL Manufacturing Company Limited
1669,DRSDILIP,DRS Dilip Roadlines Limited
1670,TEXMOPIPES,Texmo Pipes and Products Limited
1671,TTL,T T Limited
1672,GIRRESORTS,GIR Natureview Resorts Limited
1673,MANAKCOAT,Manaksia Coated Metals & Industries Limited
1674,JMA,Jullundur Motor Agency (Delhi) Limited
1675,CORDSCABLE,Cords Cable Industries Limited
1676,DEVIT,Dev Information Technology Limited
1677,IRIS,Iris Business Services Limited
1678,CROWN,Crown Lifters Limited
1679,RANEENGINE,Rane Engine Valve Limited
1680,OMAXAUTO,Omax Autos Limited
1681,TREJHARA,TREJHARA SOLUTIONS LIMITED
1682,NILASPACES,Nila Spaces Limited
1683,BYKE,The Byke Hospitality Ltd
1684,MODIRUBBER,Modi Rubber Limited
1685,ANLON,Anlon Technology Solutions Limited
1686,PRITI,Priti International Limited
1687,PARAGON,Paragon Fine and Speciality Chemical Limited
1688,NECCLTD,North Eastern Carrying Corporation Limited
1689,CCHHL,Country Club Hospitality & Holidays Limited
1690,SUPERHOUSE,Superhouse Limited
1691,RAMANEWS,Shree Rama Newsprint Limited
1692,HILTON,Hilton Metal Forging Limited
1693,NDGL,Naga Dhunseri Group Limited
1694,GSS,GSS Infotech Limited
1695,LGBFORGE,LGB Forge Limited
1696,INDOWIND,Indowind Energy Limited
1697,MEP,MEP Infrastructure Developers Limited
1698,BTML,Bodhi Tree Multimedia Limited
1699,VMARCIND,V Marc India Limited
1700,UNITEDPOLY,United Polyfab Gujarat Limited
1701,RMDRIP,R M Drip and Sprinklers Systems Limited
1702,ALPHAGEO,Alphageo (India) Limited
1703,QMSMEDI,QMS Medical Allied Services Limited
1704,USASEEDS,Upsurge Seeds Of Agriculture Limited
1705,UNIHEALTH,Unihealth Consultancy Limited
1706,ROCKINGDCE,Rockingdeals Circular Economy Limited
1707,ESCONET,Esconet Technologies Limited
1708,SMSLIFE,SMS Lifesciences India Limited
1709,VARDMNPOLY,Vardhman Polytex Limited
1710,AVONMORE,Avonmore Capital & Management Services Limited
1711,LAGNAM,Lagnam Spintex Limited
1712,AKSHARCHEM,AksharChem India Limited
1713,MODTHREAD,Modern Threads (India) Limited
1714,SSFL,Srivari Spices And Foods Limited
1715,IEL,Indiabulls Enterprises Limited
1716,BAHETI,Baheti Recycling Industries Limited
1717,ZEELEARN,Zee Learn Limited
1718,GENCON,Generic Engineering Construction and Projects Limited
1719,SURANAT&P,Surana Telecom and Power Limited
1720,DELAPLEX,Delaplex Limited
1721,ASPINWALL,Aspinwall and Company Limited
1722,DTIL,Dhunseri Tea & Industries Limited
1723,DENEERS,De Neers Tools Limited
1724,KCEIL,Kay Cee Energy & Infra Limited
1725,AVPINFRA,AVP Infracon Limited
1726,KANPRPLA,Kanpur Plastipack Limited
1727,CMNL,Chaman Metallics Limited
1728,RAJSREESUG,Rajshree Sugars & Chemicals Limited
1729,KBCGLOBAL,KBC Global Limited
1730,EFORCE,Electro Force (India) Limited
1731,AURDIS,Aurangabad Distillery Limited
1732,INDBANK,Indbank Merchant Banking Services Limited
1733,TARMAT,Tarmat Limited
1734,INM,Interiors & More Limited
1735,MAXPOSURE,Maxposure Limited
1736,INFOLLION,Infollion Research Services Limited
1737,BAFNAPH,Bafna Pharmaceuticals Limited
1738,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
1739,EFACTOR,E Factor Experiences Limited
1740,CLOUD,Varanium Cloud Limited
1741,COMPUSOFT,Compucom Software Limited
1742,DJML,DJ Mediaprint & Logistics Limited
1743,DUCON,Ducon Infratechnologies Limited
1744,ATLANTAA,ATLANTAA LIMITED
1745,PRATHAM,Pratham EPC Projects Limited
1746,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
1747,MAHESHWARI,Maheshwari Logistics Limited
1748,SHIVATEX,Shiva Texyarn Limited
1749,SIGIND,Signet Industries Limited
1750,DHRUV,Dhruv Consultancy Services Limited
1751,SECL,Salasar Exteriors and Contour Limited
1752,NITIRAJ,Nitiraj Engineers Limited
1753,INVENTURE,Inventure Growth & Securities Limited
1754,ATAM,Atam Valves Limited
1755,SPECTSTM,Spectrum Talent Management Limited
1756,AARVI,Aarvi Encon Limited
1757,WEIZMANIND,Weizmann Limited
1758,SALSTEEL,S.A.L. Steel Limited
1759,ALPA,Alpa Laboratories Limited
1760,GVPTECH,GVP Infotech Limited
1761,SHREEOSFM,Shree OSFM E-Mobility Limited
1762,SONAMAC,Sona Machinery Limited
1763,GLOBALVECT,Global Vectra Helicorp Limited
1764,MANAKALUCO,Manaksia Aluminium Company Limited
1765,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
1766,BLBLIMITED,BLB Limited
1767,EROSMEDIA,Eros International Media Limited
1768,SUPREMEINF,Supreme Infrastructure India Limited
1769,SMARTLINK,Smartlink Holdings Limited
1770,VITAL,Vital Chemtech Limited
1771,VISESHINFO,Visesh Infotecnics Limited
1772,CADSYS,Cadsys (India) Limited
1773,XELPMOC,Xelpmoc Design And Tech Limited
1774,SWASTIK,Swastik Pipe Limited
1775,PRAENG,Prajay Engineers Syndicate Limited
1776,MUKTAARTS,Mukta Arts Limited
1777,PARIN,Parin Furniture Limited
1778,VIVIANA,Viviana Power Tech Limited
1779,UMANGDAIRY,Umang Dairies Limited
1780,BSL,BSL Limited
1781,MAHASTEEL,Mahamaya Steel Industries Limited
1782,ARCHIDPLY,Archidply Industries Limited
1783,CTE,Cambridge Technology Enterprises Limited
1784,ARSHIYA,Arshiya Limited
1785,AARTECH,Aartech Solonics Limited
1786,SALONA,Salona Cotspin Limited
1787,LOVABLE,Lovable Lingerie Limited
1788,CANARYS,Canarys Automations Limited
1789,BAWEJA,Baweja Studios Limited
1790,URBAN,Urban Enviro Waste Management Limited
1791,BAGFILMS,B.A.G Films and Media Limited
1792,ISFT,Intrasoft Technologies Limited
1793,KLL,Kaushalya Logistics Limited
1794,GREENCHEF,Greenchef Appliances Limited
1795,IVP,IVP Limited
1796,WORTH,Worth Peripherals Limited
1797,SONAMLTD,SONAM LIMITED
1798,SUMIT,Sumit Woods Limited
1799,TIRUPATIFL,Tirupati Forge Limited
1800,EMMBI,Emmbi Industries Limited
1801,ARVEE,Arvee Laboratories (India) Limited
1802,UNITEDTEA,The United Nilgiri Tea Estates Company Limited
1803,UNIVASTU,Univastu India Limited
1804,LLOYDS,Lloyds Luxuries Limited
1805,SURANASOL,Surana Solar Limited
1806,SOMICONVEY,Somi Conveyor Beltings Limited
1807,KAKATCEM,Kakatiya Cement Sugar & Industries Limited
1808,SHIGAN,Shigan Quantum Technologies Limited
1809,BHARATGEAR,Bharat Gears Limited
1810,ONDOOR,On Door Concepts Limited
1811,OILCOUNTUB,Oil Country Tubular Limited
1812,SPLIL,SPL Industries Limited
1813,CAPTRUST,Capital Trust Limited
1814,FIDEL,Fidel Softech Limited
1815,MDL,Marvel Decor Limited
1816,3RDROCK,3rd Rock Multimedia Limited
1817,VEEKAYEM,Veekayem Fashion and Apparels Limited
1818,DYNAMIC,Dynamic Services & Security Limited
1819,GILLANDERS,Gillanders Arbuthnot & Company Limited
1820,CENTEXT,Century Extrusions Limited
1821,SHRITECH,Shri Techtex Limited
1822,TOTAL,Total Transport Systems Limited
1823,MITCON,MITCON Consultancy & Engineering Services Limited
1824,ARHAM,Arham Technologies Limited
1825,TOUCHWOOD,Touchwood Entertainment Limited
1826,JOCIL,Jocil Limited
1827,VAISHALI,Vaishali Pharma Limited
1828,FCONSUMER,Future Consumer Limited
1829,DIGIDRIVE,Digidrive Distributors Limited
1830,KEL,Kundan Edifice Limited
1831,CORALFINAC,Coral India Finance & Housing Limited
1832,ACCURACY,Accuracy Shipping Limited
1833,KALYANIFRG,Kalyani Forge Limited
1834,NIRAJ,Niraj Cement Structurals Limited
1835,SRIVASAVI,Srivasavi Adhesive Tapes Limited
1836,IPSL,Integrated Personnel Services Limited
1837,GTL,GTL Limited
1838,RELCHEMQ,Reliance Chemotex Industries Limited
1839,INDIANCARD,Indian Card Clothing Company Limited
1840,MANGALAM,Mangalam Drugs And Organics Limited
1841,PALREDTEC,Palred Technologies Limited
1842,SIL,Standard Industries Limited
1843,LEMERITE,Le Merite Exports Limited
1844,BALPHARMA,Bal Pharma Limited
1845,KOHINOOR,Kohinoor Foods Limited
1846,AKANKSHA,Akanksha Power and Infrastructure Limited
1847,RHFL,Reliance Home Finance Limited
1848,LAMBODHARA,Lambodhara Textiles Limited
1849,CUBEXTUB,Cubex Tubings Limited
1850,GOLDKART,Goldkart Jewels Limited
1851,AHLADA,Ahlada Engineers Limited
1852,BEARDSELL,Beardsell Limited
1853,IL&FSTRANS,IL&FS Transportation Networks Limited
1854,HPIL,Hindprakash Industries Limited
1855,PANSARI,Pansari Developers Limited
1856,AMJLAND,Amj Land Holdings Limited
